trial_type	onset	duration
start	2.465196749999677	14.996124500000406
rest	17.46136979100016	17.986772125000236
trial_RH	35.448208750000276	18.000384582999686
rest	53.44863370799999	17.99992999999995
trial_RH	71.4486291249998	18.011883207999745
rest	89.4605541659996	17.99975866700062
trial_RH	107.4603493750003	17.987784124999962
rest	125.44817516599983	18.012325417000284
trial_RH	143.46055637500035	17.98831370799965
rest	161.44892433300012	18.011317499999706
trial_RH	179.46031037499984	17.99926383300044
rest	197.4596389159999	18.00023062499986
trial_RH	215.45994570799965	17.99998600000069
rest	233.4599885	18.000103833000082
trial_RH	251.4601685829996	17.99975091700071
rest	269.45995874999994	17.999286915999676
trial_RH	287.4593188749998	17.999835790999896
rest	305.4592193330002	17.999570707999737
trial_RH	323.4588620830002	17.999853749999602
rest	341.4587862499996	17.999584000000084
trial_RH	359.4584458330002	17.999032624999984
rest	377.457525	17.999943208000445
